,Date,Index_Symbol,Index_Name,Index_Type,Index_Currency,Index_Close,Index_Component_Count,Index_Mcap_Units,Index_Divisor,Internal_Number,ISIN,SEDOL,RIC,CUSIP,Instrument_Name,Country,Currency,Exchange,ICB,Shares,Free_Float,Capfactor,Weightfactor,check,Close_unadjusted_local,FX_local_to_Index_Currency,Mcap_Units_local,Mcap_Units_Index_Currency,Weight,Cutoff,ADTV_3M_EUR,ADTV_Cap_Screen,Liquidity_Test,New_Weight,New_Weight_Sum,New_Mcap
69,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,OXY,US6745991058,2655408,OXY.N,,Occidental Petroleum Corp.,US,USD,New York Stock Exchange,533,,,1,139084,,67.01,0.8820287,9320019,8220524,0.0081055,2/28/2019,274395278.7,685988196.8,PASS,0.008149,1,8264376.033
70,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,VLO,US91913Y1001,2041364,VLO.N,,Valero Energy Corp.,US,USD,New York Stock Exchange,533,,,1,106175,,86.75,0.8820287,9210681,8124085,0.0080104,2/28/2019,283595255.2,708988138,PASS,0.008053,1,8167411.976
71,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,IBM,US4592001014,2005973,IBM.N,,International Business Machine,US,USD,New York Stock Exchange,9533,,,1,65112,,140.21,0.8820287,9129354,8052352,0.0079397,2/28/2019,535183939.4,1337959849,PASS,0.007982,1,8095326.184
72,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,US20RF,NL0009434992,B3SPXZ3,LYB.N,,LYONDELLBASELL INDUSTRIES,US,USD,New York Stock Exchange,1353,,,1,104089,,87.27,0.8820287,9083847,8012214,0.0079001,2/28/2019,189076952.2,472692380.5,PASS,0.007942,1,8054949.984
73,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,553397,CH0008742519,5533976,SCMN.S,,SWISSCOM,CH,CHF,SIX Swiss Exchange,6535,,,1,18435,,484.6,0.8817176,8933601,7876913,0.0077667,2/28/2019,63173419.95,157933549.9,PASS,0.007808,1,7918935.209
74,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,479736,FR0010411983,B1LB9P6,SCOR.PA,,SCOR,FR,EUR,EURONEXT (FR),8538,,,1,196029,,40.1,1,7860763,7860763,0.0077508,2/28/2019,18205347.31,45513368.28,PASS,0.007792,1,7902723.552
75,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,WU,US9598021098,B1F76F9,WU.N,,Western Union Co.,US,USD,New York Stock Exchange,8773,,,1,489924,,18.18,0.8820287,8906818,7856069,0.0077461,2/28/2019,83319140.56,208297851.4,PASS,0.007787,1,7897931.428
76,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,,CA6330671034,2077303,NA.TO,,National Bank of Canada,CA,CAD,Toronto Stock Exchange,8355,,,1,188898,,62.65,0.6610697,11834460,7823403,0.0077139,2/28/2019,44356959.79,110892399.5,PASS,0.007755,1,7865100.275
77,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,619091,HK0002007356,6097017,0002.HK,,CLP Holdings Ltd.,HK,HKD,Hong Kong Stock Exchange,7535,,,1,759109,,91.7,0.1123608,69610295,7821468,0.007712,2/28/2019,32068128.65,80170321.63,PASS,0.007753,1,7863163.033
78,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,554398,FR0000120222,5543986,CNPP.PA,,CNP ASSURANCES,FR,EUR,EURONEXT (FR),8575,,,1,376106,,20.68,1,7777872,7777872,0.007669,2/28/2019,6109814.227,15274535.57,PASS,0.007710,1,7819320.189
79,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,256612,CA8667961053,2566124,SLF.TO,,Sun Life Financial Inc.,CA,CAD,Toronto Stock Exchange,8575,,,1,220973,,51.71,0.6610697,11426514,7553722,0.007448,2/28/2019,56018030.95,140045077.4,PASS,0.007488,1,7593988.365
80,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,IP,US4601461035,2465254,IP.N,,International Paper Co.,US,USD,New York Stock Exchange,1737,,,1,184510,,46.23,0.8820287,8529897,7523614,0.0074183,2/28/2019,119532751.5,298831878.8,PASS,0.007458,1,7563706.215
81,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,BEL,US92343V1044,2090571,VZ.N,,Verizon Communications Inc.,US,USD,New York Stock Exchange,6535,,,1,145788,,58.07,0.8820287,8465909,7467175,0.0073627,2/28/2019,808893704.1,2022234260,PASS,0.007402,1,7507016.398
82,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,PFG,US74251V1026,2803014,PFG.OQ,,Principal Financial Group Inc.,US,USD,NASDAQ,8575,,,1,159083,,52.79,0.8820287,8397992,7407270,0.0073036,2/28/2019,78126139.76,195315349.4,PASS,0.007343,1,7446757.978
83,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,PRU,US7443201022,2819118,PRU.N,,Prudential Financial Inc.,US,USD,New York Stock Exchange,8575,,,1,85963,,97.25,0.8820287,8359902,7373673,0.0072705,2/28/2019,180300545,450751362.5,PASS,0.007309,1,7413009.185
84,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,GIS,US3703341046,2367026,GIS.N,,General Mills Inc.,US,USD,New York Stock Exchange,3577,,,1,173741,,47.62,0.8820287,8273546,7297505,0.0071954,2/28/2019,212037734,530094335,PASS,0.007234,1,7336437.148
85,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,BMO,CA0636711016,2076009,BMO.TO,,Bank of Montreal,CA,CAD,Toronto Stock Exchange,8355,,,1,105000,,104.11,0.6610697,10931550,7226516,0.0071254,2/28/2019,120052512,300131280,PASS,0.007163,1,7265065.077
86,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,DUK,US26441C2044,B7VD3F2,DUK.N,,Duke Energy Corp.,US,USD,New York Stock Exchange,7575,,,1,89545,,90.06,0.8820287,8064423,7113052,0.0070135,2/28/2019,254742156.1,636855390.3,PASS,0.007051,1,7150971.724
87,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,RY,CA7800871021,2754383,RY.TO,,Royal Bank of Canada,CA,CAD,Toronto Stock Exchange,8355,,,1,103023,,104.17,0.6610697,10731906,7094538,0.0069953,2/28/2019,206975308.5,517438271.3,PASS,0.007033,1,7132414.985
88,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,B0PB4M,HK0823032773,B0PB4M7,0823.HK,,Link Real Estate Investment Tr,HK,HKD,Hong Kong Stock Exchange,8672,,,1,710042,,87.3,0.1123608,61986667,6964871,0.0068674,2/28/2019,49485445.08,123713612.7,PASS,0.006904,1,7002008.015
89,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,HOU,US15189T1079,2440637,CNP.N,,CenterPoint Energy Inc.,US,USD,New York Stock Exchange,7575,,,1,246326,,30.58,0.8820287,7532649,6644013,0.006551,2/28/2019,129290199.8,323225499.5,PASS,0.006586,1,6679406.254
90,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,ETN,IE00B8KQN827,B8KQN82,ETN.N,,EATON CORP. PLC,US,USD,New York Stock Exchange,2727,,,1,86347,,82.1,0.8820287,7089089,6252780,0.0061653,2/28/2019,164303792.9,410759482.3,PASS,0.006198,1,6286146.142
91,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,ED,US2091151041,2216850,ED.N,,Consolidated Edison Inc.,US,USD,New York Stock Exchange,7535,,,1,83508,,84.7,0.8820287,7073128,6238702,0.0061514,2/28/2019,149485452,373713630,PASS,0.006184,1,6271973.688
92,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,KSS,US5002551043,2496113,KSS.N,,Kohl's Corp.,US,USD,New York Stock Exchange,5371,,,1,101557,,69.11,0.8820287,7018604,6190610,0.006104,2/28/2019,193263324.6,483158311.5,PASS,0.006137,1,6223644.6
93,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,DH,US87612E1064,2259101,TGT.N,,Target Corp.,US,USD,New York Stock Exchange,5373,,,1,89693,,77.88,0.8820287,6985291,6161227,0.006075,2/28/2019,319063606.4,797659016,PASS,0.006107,1,6194076.17
94,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,HWP,US40434L1052,BYX4D52,HPQ.N,,HP Inc.,US,USD,New York Stock Exchange,9572,,,1,334576,,19.95,0.8820287,6674791,5887357,0.005805,2/28/2019,203098247.5,507745618.8,PASS,0.005836,1,5918783.896
95,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,AEP,US0255371017,2026242,AEP.N,,American Electric Power Co. In,US,USD,New York Stock Exchange,7535,,,1,78602,,83.48,0.8820287,6561695,5787603,0.0057066,2/28/2019,178883514.3,447208785.8,PASS,0.005737,1,5818455.156
96,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,PFE,US7170811035,2684703,PFE.N,,Pfizer Inc.,US,USD,New York Stock Exchange,4577,,,1,155605,,41.81,0.8820287,6505845,5738342,0.005658,2/28/2019,941471179.5,2353677949,PASS,0.005688,1,5768902.547
97,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,PEG,US7445731067,2707677,PEG.N,,Public Service Enterprise Grou,US,USD,New York Stock Exchange,7535,,,1,105035,,59.61,0.8820287,6261136,5522502,0.0054452,2/28/2019,148679003.1,371697507.8,PASS,0.005474,1,5551931.451
98,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,DTE,US2333311072,2280220,DTE.N,,DTE Energy Co.,US,USD,New York Stock Exchange,7535,,,1,48412,,123.34,0.8820287,5971136,5266713,0.005193,2/28/2019,116707649.2,291769123,PASS,0.005221,1,5294788.074
99,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,RCI.B,CA7751092007,2169051,RCIb.TO,,Rogers Communications Inc. Cl,CA,CAD,Toronto Stock Exchange,6575,,,1,108586,,72.85,0.6610697,7910490,5229385,0.0051562,2/28/2019,42389362.82,105973407.1,PASS,0.005184,1,5257266.757
100,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,400609,NL0000303709,5927375,AEGN.AS,,AEGON,NL,EUR,EURONEXT (NL),8575,,,1,10111597,,2.13,1,21537702,21537702,0.02486,2/28/2020,31685938.32,79214845.8,PASS,0.025262,1,21886059.96
101,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,608625,AU000000FMG4,6086253,FMG.AX,,Fortescue Metals Group Ltd.,AU,AUD,ASX,1757,,,1,4209728,,9.55,0.5349169,40202902,21505212,0.0248225,2/28/2020,86082482.86,215206207.2,PASS,0.025224,1,21853046
102,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,80341,GB00B03MM408,B03MM40,RDSb.L,,ROYAL DUTCH SHELL B,GB,GBP,LSE,537,,,1,1502138,,10.676,1.0679769,16036825,17126959,0.0197689,2/28/2020,139361974.2,348404935.5,PASS,0.020089,1,17403995.61
103,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,424245,FR0000120685,B1HDJL2,CNAT.PA,,NATIXIS,FR,EUR,EURONEXT (FR),8355,,,1,6622246,,2.393,1,15847035,15847035,0.0182915,2/28/2020,24575870.64,61439676.6,PASS,0.018587,1,16103333.3
104,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,556582,FR0000121964,7582556,LOIM.PA,,KLEPIERRE,FR,EUR,EURONEXT (FR),8672,,,1,734254,,20,1,14685080,14685080,0.0169503,2/28/2020,28752988.03,71882470.08,PASS,0.017224,1,14922577.72
105,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,478511,CH0244767585,BRJL176,UBSG.S,,UBS GROUP,CH,CHF,SIX Swiss Exchange,8355,,,1,1884547,,7.79,0.9458949,14680621,13886325,0.0160284,2/28/2020,179152659.5,447881648.8,PASS,0.016288,1,14110962.33
106,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,491134,FR0013326246,BFYM460,URW.AS,,UNIBAIL-RODAMCO-WESTFIELD,FR,EUR,EURONEXT (NL),8672,,,1,213875,,64.52,1,13799215,13799215,0.0159278,2/28/2020,155886557.1,389716392.8,PASS,0.016185,1,14022396.86
107,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,407683,IT0000072618,4076836,ISP.MI,,INTESA SANPAOLO,IT,EUR,Milan,8355,,,1,9337742,,1.4488,1,13528521,13528521,0.0156154,2/28/2020,270153232.4,675383081,PASS,0.015868,1,13747368.49
108,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,448816,NL0011821202,BZ57390,INGA.AS,,ING GRP,NL,EUR,EURONEXT (NL),8355,,,1,2789984,,4.835,1,13489573,13489573,0.0155704,2/28/2020,155336911.2,388342278,PASS,0.015822,1,13707751.73
109,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,21623,GB0002162385,216238,AV.L,,AVIVA,GB,GBP,LSE,8575,,,1,5921292,,2.11,1.0679769,12493926,13343225,0.0154015,2/28/2020,40415575.36,101038938.4,PASS,0.015651,1,13559056.82
110,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,616400,HK0008011667,6574071,0008.HK,,PCCW,HK,HKD,Hong Kong Stock Exchange,6535,,,1,27380405,,3.92,0.1198344,107331188,12861967,0.014846,2/28/2020,3862735.511,9656838.778,PASS,0.009657,1,8366294.672
111,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,609128,AU000000BEN6,6091280,BEN.AX,,Bendigo & Adelaide Bank Ltd.,AU,AUD,ASX,8355,,,1,4121234,,5.67,0.5349169,23367397,12499615,0.0144277,2/28/2020,13843587.93,34608969.83,PASS,0.014661,1,12701750.09
112,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,NL403F,NL0010773842,BNG8PQ9,NN.AS,,NN GROUP,NL,EUR,EURONEXT (NL),8575,,,1,583079,,21.41,1,12483721,12483721,0.0144094,2/28/2020,36976316.12,92440790.3,PASS,0.014642,1,12685639.28
113,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,EG2,DE0005190037,5756030,BMWG_p.DE,,BMW PREF,DE,EUR,XETRA (DE),3353,,,1,352535,,34.42,1,12134255,12134255,0.014006,2/28/2020,4838556.368,12096390.92,PASS,0.012096,1,10479824.01
114,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,656835,BMG668971101,6568353,0659.HK,,NWS HOLDINGS,HK,HKD,Hong Kong Stock Exchange,2357,,,1,13042125,,7.44,0.1198344,97033410,11627940,0.0134216,2/28/2020,3425362.606,8563406.515,PASS,0.008563,1,7418989.169
115,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,481775,FR0000130809,5966516,SOGN.PA,,GRP SOCIETE GENERALE,FR,EUR,EURONEXT (FR),8355,,,1,841563,,13.782,1,11598421,11598421,0.0133875,2/28/2020,116547285.8,291368214.5,PASS,0.013604,1,11785986.64
116,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,B00D9P,BE0003810273,B00D9P6,PROX.BR,,PROXIMUS,BE,EUR,EURONEXT (BE),6535,,,1,572221,,19.4,1,11101087,11101087,0.0128135,2/28/2020,19132924.3,47832310.75,PASS,0.013021,1,11280652.83
117,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,647453,JP3726800000,6474535,2914.T,,Japan Tobacco Inc.,JP,JPY,Tokio Stock Exchange,3785,,,1,694814,,1905,0.0083463,1323620670,11047335,0.0127514,2/28/2020,110092485.1,275231212.8,PASS,0.012958,1,11225981.7
118,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,407228,ES0113900J37,5705946,SAN.MC,,BCO SANTANDER,ES,EUR,SIBE,8355,,,1,5194352,,2.115,1,10986054,10986054,0.0126807,2/28/2020,154767148.2,386917870.5,PASS,0.012886,1,11163739.36
119,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,426292,DK0010274414,4588825,DANSKE.CO,,DANSKE BANK,DK,DKK,OMX (DK),8355,,,1,1204423,,68.04,0.1338662,81948941,10970193,0.0126624,2/28/2020,40661336.85,101653342.1,PASS,0.012867,1,11147628.55
120,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,B05NXN,KYG9828G1082,B05NXN7,0868.HK,,XINYI GLASS HOLDINGS,HK,HKD,Hong Kong Stock Exchange,3355,,,1,11015846,,8.2,0.1198344,90329937,10824634,0.0124944,2/28/2020,10016037.82,25040094.55,PASS,0.012696,1,10999725.97
121,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,698899,BMG988031446,6586537,0551.HK,,Yue Yuen Industrial (Holdings),HK,HKD,Hong Kong Stock Exchange,3765,,,1,9002436,,10,0.1198344,90024360,10788015,0.0124521,2/28/2020,3647815.699,9119539.248,PASS,0.009120,1,7900800.083
122,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,648631,BMG524401079,6486314,0683.HK,,Kerry Properties Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,5075267,,17.6,0.1198344,89324699,10704172,0.0123553,2/28/2020,6743871.718,16859679.3,PASS,0.012555,1,10877266.16
123,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,681182,SG1P66918738,B012899,SPRM.SI,,Singapore Press Holdings Ltd.,SG,SGD,Singapore Exchange,5557,,,1,10070243,,1.65,0.6365981,16615901,10577651,0.0122093,2/28/2020,6875257.894,17188144.74,PASS,0.012407,1,10748731.77
124,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,490541,FR0000120271,B15C557,TOTF.PA,,TOTAL,FR,EUR,EURONEXT (FR),537,,,1,396805,,26.5,1,10515333,10515333,0.0121374,2/28/2020,259972701.7,649931754.3,PASS,0.012334,1,10685432.99
125,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,79087,GB0007908733,790873,SSE.L,,SCOTTISH & SOUTHERN ENERGY,GB,GBP,LSE,7535,,,1,905673,,10.725,1.0679769,9713343,10373626,0.0119738,2/28/2020,60339338.81,150848347,PASS,0.012167,1,10541404.05
126,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,681075,SG1T75931496,B02PY22,STEL.SI,,Singapore Telecommunications L,SG,SGD,Singapore Exchange,6575,,,1,7034042,,2.28,0.6365981,16037616,10209516,0.0117844,2/28/2020,56473020.74,141182551.9,PASS,0.011975,1,10374661.51
127,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,B1FF8P,JP3142500002,B1FF8P7,5019.T,,Idemitsu Kosan Co. Ltd.,JP,JPY,Tokio Stock Exchange,533,,,1,504798,,2414,0.0083463,1218582372,10170654,0.0117395,2/28/2020,34164924.41,85412311.03,PASS,0.011929,1,10335132.78
128,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,658508,AU000000SUN6,6585084,SUN.AX,,SUNCORP GROUP LTD.,AU,AUD,ASX,8575,,,1,2428909,,7.81,0.5349169,18969779,10147256,0.0117125,2/28/2020,25047314.71,62618286.78,PASS,0.011902,1,10311362.72
129,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,662460,AU000000NAB4,6624608,NAB.AX,,National Australia Bank Ltd.,AU,AUD,ASX,8355,,,1,1360700,,13.88,0.5349169,18886516,10102717,0.0116611,2/28/2020,99325904.52,248314761.3,PASS,0.011850,1,10266111.58
130,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,37178,GB0009252882,925288,GSK.L,,GLAXOSMITHKLINE,GB,GBP,LSE,4577,,,1,680826,,13.746,1.0679769,9358634,9994805,0.0115366,2/28/2020,149778315.5,374445788.8,PASS,0.011723,1,10156505.2
131,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,681042,HK0083000502,6810429,0083.HK,,Sino Land Co. Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,10120185,,8.23,0.1198344,83289123,9980902,0.0115205,2/28/2020,8115035.004,20287587.51,PASS,0.011707,1,10142331.21
132,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,F,US3453708600,2615468,F.N,,Ford Motor Co.,US,USD,New York Stock Exchange,3353,,,1,2642682,,4.01,0.9294113,10597155,9849115,0.0113684,2/28/2020,438116919.4,1095292299,PASS,0.011552,1,10008426.55
133,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,RKT,US96145D1054,BYR0914,WRK.N,,WESTROCK,US,USD,New York Stock Exchange,2723,,,1,415350,,24.81,0.9294113,10304834,9577429,0.0110548,2/28/2020,88956673.23,222391683.1,PASS,0.011234,1,9732341.741
134,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,606558,AU000000ANZ3,6065586,ANZ.AX,,Australia & New Zealand Bankin,AU,AUD,ASX,8355,,,1,1257041,,14.1,0.5349169,17724278,9481016,0.0109435,2/28/2020,90656563.56,226641408.9,PASS,0.011121,1,9634356.284
135,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,725147,IT0003153415,7251470,SRG.MI,,SNAM RETE GAS,IT,EUR,Milan,577,,,1,2538163,,3.704,1,9401356,9401356,0.0108516,2/28/2020,50745000.19,126862500.5,PASS,0.011027,1,9553450.052
136,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,663376,HK0017000149,6633767,0017.HK,,New World Development Co. Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,10188894,,7.61,0.1198344,77537483,9291658,0.0107249,2/28/2020,17359146.96,43397867.4,PASS,0.010898,1,9441906.859
137,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,461785,DE0005552004,4617859,DPWGn.DE,,DEUTSCHE POST,DE,EUR,XETRA (DE),2771,,,1,429649,,21.155,1,9089225,9089225,0.0104913,2/28/2020,102578739.7,256446849.3,PASS,0.010661,1,9236251.846
138,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,481334,SE0000148884,4813345,SEBa.ST,,SKANDINAVISKA ENSKILDA BK A,SE,SEK,OMX (SE),8355,,,1,1619429,,62.08,0.0901153,100534152,9059665,0.0104572,2/28/2020,50650689.08,126626722.7,PASS,0.010626,1,9206231.145
139,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,626551,SG1L01001701,6175203,DBSM.SI,,DBS Group Holdings Ltd.,SG,SGD,Singapore Exchange,8355,,,1,834059,,16.88,0.6365981,14078916,8962611,0.0103451,2/28/2020,76556251.76,191390629.4,PASS,0.010512,1,9107541.389
140,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,B1G185,JP3711200000,B1G1854,8304.T,,AOZORA BANK,JP,JPY,Tokio Stock Exchange,8355,,,1,537219,,1977,0.0083463,1062081963,8864455,0.0102318,2/28/2020,14754547.57,36886368.93,PASS,0.010397,1,9007795.187
141,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,217052,CA1360691010,2170525,CM.TO,,Canadian Imperial Bank of Comm,CA,CAD,Toronto Stock Exchange,8355,,,1,196201,,67.61,0.6392637,13265150,8479929,0.009788,2/28/2020,131418192.5,328545481.3,PASS,0.009946,1,8617085.878
142,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,643532,HK0006000050,6435327,0006.HK,,POWER ASSETS HOLDINGS LTD,HK,HKD,Hong Kong Stock Exchange,7535,,,1,1663730,,41.85,0.1198344,69627101,8343722,0.0096308,2/28/2020,14312025.28,35780063.2,PASS,0.009787,1,8478691.323
143,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,691678,SG1M31001969,6916781,UOBH.SI,,United Overseas Bank Ltd.,SG,SGD,Singapore Exchange,8355,,,1,722824,,17.57,0.6365981,12700018,8084807,0.0093319,2/28/2020,42577527.82,106443819.6,PASS,0.009483,1,8215547.988
144,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,405671,IT0000062072,4056719,GASI.MI,,ASSICURAZIONI GENERALI,IT,EUR,Milan,8532,,,1,733966,,10.895,1,7996560,7996560,0.0092301,2/28/2020,74010258.69,185025646.7,PASS,0.009379,1,8125926.069
145,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,642012,SG1M51904654,6420129,CMLT.SI,,CAPITALAND MALL TRUST MGMT,SG,SGD,Singapore Exchange,8672,,,1,7742003,,1.61,0.6365981,12464625,7934956,0.009159,2/28/2020,20258856.19,50647140.48,PASS,0.009307,1,8063331.585
146,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,US20RF,NL0009434992,B3SPXZ3,LYB.N,,LYONDELLBASELL INDUSTRIES,US,USD,New York Stock Exchange,1353,,,1,209165,,40.49,0.9294113,8469091,7871269,0.0090855,2/28/2020,169477403.9,423693509.8,PASS,0.009232,1,7998624.208
147,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,IP,US4601461035,2465254,IP.N,,International Paper Co.,US,USD,New York Stock Exchange,1737,,,1,317761,,26.47,0.9294113,8411134,7817403,0.0090233,2/28/2020,113840557.8,284601394.5,PASS,0.009169,1,7943865.039
148,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,SBC,US00206R1023,2831811,T.N,,AT&T Inc.,US,USD,New York Stock Exchange,6535,,,1,309055,,26.77,0.9294113,8273402,7689394,0.0088755,2/28/2020,1094305213,2735763033,PASS,0.009019,1,7813745.986
149,3/23/2020,SDGP,STXG18SD100 EUR P,Price,EUR,1844.12,100,866359568,469796,615252,NZCENE0001S6,6152529,CEN.NZ,,Contact Energy Ltd.,NZ,NZD,NZX,7537,,,1,3035199,,4.8,0.5270238,14568955,7678186,0.0088626,2/28/2020,3944457.996,9861144.99,PASS,0.009006,1,7802389.181
